Pilot;Field Name;Field Description;Field Latitude;Field Longitude;Device ID;Device Description;Device Type;Device EUI;Property Key;Property Name;Property Description;Unit Of Measurement;Unit Of Measurement Symbol;Datastream Name;Datastream Description;Averages
Lebanon;Haouch el Saalouk West Bekaa;Haouch el Saalouk West Bekaa Field in Lebanon;33,73813889;35,787;36231677;MRL-8 Datalogger equipped with 3 Enviropro Soil sensors;Datalogger;-;Temp 3-20cm;Soil Temperature;The measure of temperature of the soil.;Degrees Celsius;ºC;Haouch_el_Saalouk_West_Bekaa_36231677_Temp_3-20cm;The datastream containing mesures of field Haouch el Saalouk West Bekaa by sensor 36231677 which measures Soil Temperature.;None
Lebanon;Haouch el Saalouk West Bekaa;Haouch el Saalouk West Bekaa Field in Lebanon;33,73813889;35,787;36231677;MRL-8 Datalogger equipped with 3 Enviropro Soil sensors;Datalogger;-;Temp 3-40cm;Soil Temperature;The measure of temperature of the soil.;Degrees Celsius;ºC;Haouch_el_Saalouk_West_Bekaa_36231677_Temp_3-40cm;The datastream containing mesures of field Haouch el Saalouk West Bekaa by sensor 36231677 which measures Soil Temperature.;None
Lebanon;Haouch el Saalouk West Bekaa;Haouch el Saalouk West Bekaa Field in Lebanon;33,73813889;35,787;36231677;MRL-8 Datalogger equipped with 3 Enviropro Soil sensors;Datalogger;-;Temp 3-60cm;Soil Temperature;The measure of temperature of the soil.;Degrees Celsius;ºC;Haouch_el_Saalouk_West_Bekaa_36231677_Temp_3-60cm;The datastream containing mesures of field Haouch el Saalouk West Bekaa by sensor 36231677 which measures Soil Temperature.;None
Lebanon;Haouch el Saalouk West Bekaa;Haouch el Saalouk West Bekaa Field in Lebanon;33,73813889;35,787;36231677;MRL-8 Datalogger equipped with 3 Enviropro Soil sensors;Datalogger;-;Temp 3-80cm;Soil Temperature;The measure of temperature of the soil.;Degrees Celsius;ºC;Haouch_el_Saalouk_West_Bekaa_36231677_Temp_3-80cm;The datastream containing mesures of field Haouch el Saalouk West Bekaa by sensor 36231677 which measures Soil Temperature.;None
Lebanon;Haouch el Saalouk West Bekaa;Haouch el Saalouk West Bekaa Field in Lebanon;33,73813889;35,787;36231677;MRL-8 Datalogger equipped with 3 Enviropro Soil sensors;Datalogger;-;Temp 3-100cm;Soil Temperature;The measure of temperature of the soil.;Degrees Celsius;ºC;Haouch_el_Saalouk_West_Bekaa_36231677_Temp_3-100cm;The datastream containing mesures of field Haouch el Saalouk West Bekaa by sensor 36231677 which measures Soil Temperature.;None
Lebanon;Haouch el Saalouk West Bekaa;Haouch el Saalouk West Bekaa Field in Lebanon;33,73813889;35,787;36231677;MRL-8 Datalogger equipped with 3 Enviropro Soil sensors;Datalogger;-;Temp 3-120cm;Soil Temperature;The measure of temperature of the soil.;Degrees Celsius;ºC;Haouch_el_Saalouk_West_Bekaa_36231677_Temp_3-120cm;The datastream containing mesures of field Haouch el Saalouk West Bekaa by sensor 36231677 which measures Soil Temperature.;None
Lebanon;Haouch el Saalouk West Bekaa;Haouch el Saalouk West Bekaa Field in Lebanon;33,73813889;35,787;36231677;MRL-8 Datalogger equipped with 3 Enviropro Soil sensors;Datalogger;-;Temp 3-140cm;Soil Temperature;The measure of temperature of the soil.;Degrees Celsius;ºC;Haouch_el_Saalouk_West_Bekaa_36231677_Temp_3-140cm;The datastream containing mesures of field Haouch el Saalouk West Bekaa by sensor 36231677 which measures Soil Temperature.;None
Lebanon;Haouch el Saalouk West Bekaa;Haouch el Saalouk West Bekaa Field in Lebanon;33,73813889;35,787;36231677;MRL-8 Datalogger equipped with 3 Enviropro Soil sensors;Datalogger;-;Temp 3-160cm;Soil Temperature;The measure of temperature of the soil.;Degrees Celsius;ºC;Haouch_el_Saalouk_West_Bekaa_36231677_Temp_3-160cm;The datastream containing mesures of field Haouch el Saalouk West Bekaa by sensor 36231677 which measures Soil Temperature.;None
Lebanon;Haouch el Saalouk West Bekaa;Haouch el Saalouk West Bekaa Field in Lebanon;33,73813889;35,787;36231677;MRL-8 Datalogger equipped with 3 Enviropro Soil sensors;Datalogger;-;Battery V;Battery Level;The percentage of battery level associated to the specific sensor.;Percentage;%;Haouch_el_Saalouk_West_Bekaa_36231677_Battery_V;The datastream containing mesures of field Haouch el Saalouk West Bekaa by sensor 36231677 which measures Battery Level.;None
Lebanon;Haouch el Saalouk West Bekaa;Haouch el Saalouk West Bekaa Field in Lebanon;33,73813889;35,787;36231677;MRL-8 Datalogger equipped with 3 Enviropro Soil sensors;Datalogger;-;Solar V;Solar Radiation;Energy from the sun in the form of electromagnetic waves.;Watts per square meter;W/m²;Haouch_el_Saalouk_West_Bekaa_36231677_Solar_V;The datastream containing mesures of field Haouch el Saalouk West Bekaa by sensor 36231677 which measures Solar Radiation.;None
Lebanon;Haouch el Saalouk West Bekaa;Haouch el Saalouk West Bekaa Field in Lebanon;33,73813889;35,787;36231677;MRL-8 Datalogger equipped with 3 Enviropro Soil sensors;Datalogger;-;CSQ;CSQ;-;-;-;Haouch_el_Saalouk_West_Bekaa_36231677_CSQ;The datastream containing mesures of field Haouch el Saalouk West Bekaa by sensor 36231677 which measures CSQ.;None
Lebanon;Saaideh Baalbeck;Saaideh Baalbeck Field in Lebanon;34,02605556;36,07255556;36231670;MRL-8 Datalogger equipped with 3 Enviropro Soil sensors;Datalogger;-;VWC 1-10cm;Soil Moisture;The amount of moisture present in the soil, often expressed as a percentage of the maximum amount the soil could hold at a given temperature.;Percentage;%;Saaideh_Baalbeck_36231670_VWC_1-10cm;The datastream containing mesures of field Saaideh Baalbeck by sensor 36231670 which measures Soil Moisture.;None
Lebanon;Saaideh Baalbeck;Saaideh Baalbeck Field in Lebanon;34,02605556;36,07255556;36231670;MRL-8 Datalogger equipped with 3 Enviropro Soil sensors;Datalogger;-;VWC 1-20cm;Soil Moisture;The amount of moisture present in the soil, often expressed as a percentage of the maximum amount the soil could hold at a given temperature.;Percentage;%;Saaideh_Baalbeck_36231670_VWC_1-20cm;The datastream containing mesures of field Saaideh Baalbeck by sensor 36231670 which measures Soil Moisture.;None
Lebanon;Saaideh Baalbeck;Saaideh Baalbeck Field in Lebanon;34,02605556;36,07255556;36231670;MRL-8 Datalogger equipped with 3 Enviropro Soil sensors;Datalogger;-;VWC 1-40cm;Soil Moisture;The amount of moisture present in the soil, often expressed as a percentage of the maximum amount the soil could hold at a given temperature.;Percentage;%;Saaideh_Baalbeck_36231670_VWC_1-40cm;The datastream containing mesures of field Saaideh Baalbeck by sensor 36231670 which measures Soil Moisture.;None
Lebanon;Saaideh Baalbeck;Saaideh Baalbeck Field in Lebanon;34,02605556;36,07255556;36231670;MRL-8 Datalogger equipped with 3 Enviropro Soil sensors;Datalogger;-;VWC 1-60cm;Soil Moisture;The amount of moisture present in the soil, often expressed as a percentage of the maximum amount the soil could hold at a given temperature.;Percentage;%;Saaideh_Baalbeck_36231670_VWC_1-60cm;The datastream containing mesures of field Saaideh Baalbeck by sensor 36231670 which measures Soil Moisture.;None
Lebanon;Saaideh Baalbeck;Saaideh Baalbeck Field in Lebanon;34,02605556;36,07255556;36231670;MRL-8 Datalogger equipped with 3 Enviropro Soil sensors;Datalogger;-;VWC 1-80cm;Soil Moisture;The amount of moisture present in the soil, often expressed as a percentage of the maximum amount the soil could hold at a given temperature.;Percentage;%;Saaideh_Baalbeck_36231670_VWC_1-80cm;The datastream containing mesures of field Saaideh Baalbeck by sensor 36231670 which measures Soil Moisture.;None
Lebanon;Saaideh Baalbeck;Saaideh Baalbeck Field in Lebanon;34,02605556;36,07255556;36231670;MRL-8 Datalogger equipped with 3 Enviropro Soil sensors;Datalogger;-;VWC 1-100cm;Soil Moisture;The amount of moisture present in the soil, often expressed as a percentage of the maximum amount the soil could hold at a given temperature.;Percentage;%;Saaideh_Baalbeck_36231670_VWC_1-100cm;The datastream containing mesures of field Saaideh Baalbeck by sensor 36231670 which measures Soil Moisture.;None
Lebanon;Saaideh Baalbeck;Saaideh Baalbeck Field in Lebanon;34,02605556;36,07255556;36231670;MRL-8 Datalogger equipped with 3 Enviropro Soil sensors;Datalogger;-;VWC 1-120cm;Soil Moisture;The amount of moisture present in the soil, often expressed as a percentage of the maximum amount the soil could hold at a given temperature.;Percentage;%;Saaideh_Baalbeck_36231670_VWC_1-120cm;The datastream containing mesures of field Saaideh Baalbeck by sensor 36231670 which measures Soil Moisture.;None
Lebanon;Saaideh Baalbeck;Saaideh Baalbeck Field in Lebanon;34,02605556;36,07255556;36231670;MRL-8 Datalogger equipped with 3 Enviropro Soil sensors;Datalogger;-;VWC 1-140cm;Soil Moisture;The amount of moisture present in the soil, often expressed as a percentage of the maximum amount the soil could hold at a given temperature.;Percentage;%;Saaideh_Baalbeck_36231670_VWC_1-140cm;The datastream containing mesures of field Saaideh Baalbeck by sensor 36231670 which measures Soil Moisture.;None
Lebanon;Saaideh Baalbeck;Saaideh Baalbeck Field in Lebanon;34,02605556;36,07255556;36231670;MRL-8 Datalogger equipped with 3 Enviropro Soil sensors;Datalogger;-;VWC 1-160cm;Soil Moisture;The amount of moisture present in the soil, often expressed as a percentage of the maximum amount the soil could hold at a given temperature.;Percentage;%;Saaideh_Baalbeck_36231670_VWC_1-160cm;The datastream containing mesures of field Saaideh Baalbeck by sensor 36231670 which measures Soil Moisture.;None
Lebanon;Saaideh Baalbeck;Saaideh Baalbeck Field in Lebanon;34,02605556;36,07255556;36231670;MRL-8 Datalogger equipped with 3 Enviropro Soil sensors;Datalogger;-;Temp 1-10cm;Soil Temperature;The measure of temperature of the soil.;Degrees Celsius;ºC;Saaideh_Baalbeck_36231670_Temp_1-10cm;The datastream containing mesures of field Saaideh Baalbeck by sensor 36231670 which measures Soil Temperature.;None
Lebanon;Saaideh Baalbeck;Saaideh Baalbeck Field in Lebanon;34,02605556;36,07255556;36231670;MRL-8 Datalogger equipped with 3 Enviropro Soil sensors;Datalogger;-;Temp 1-20cm;Soil Temperature;The measure of temperature of the soil.;Degrees Celsius;ºC;Saaideh_Baalbeck_36231670_Temp_1-20cm;The datastream containing mesures of field Saaideh Baalbeck by sensor 36231670 which measures Soil Temperature.;None
Lebanon;Saaideh Baalbeck;Saaideh Baalbeck Field in Lebanon;34,02605556;36,07255556;36231670;MRL-8 Datalogger equipped with 3 Enviropro Soil sensors;Datalogger;-;Temp 1-40cm;Soil Temperature;The measure of temperature of the soil.;Degrees Celsius;ºC;Saaideh_Baalbeck_36231670_Temp_1-40cm;The datastream containing mesures of field Saaideh Baalbeck by sensor 36231670 which measures Soil Temperature.;None
Lebanon;Saaideh Baalbeck;Saaideh Baalbeck Field in Lebanon;34,02605556;36,07255556;36231670;MRL-8 Datalogger equipped with 3 Enviropro Soil sensors;Datalogger;-;Temp 1-60cm;Soil Temperature;The measure of temperature of the soil.;Degrees Celsius;ºC;Saaideh_Baalbeck_36231670_Temp_1-60cm;The datastream containing mesures of field Saaideh Baalbeck by sensor 36231670 which measures Soil Temperature.;None
Lebanon;Saaideh Baalbeck;Saaideh Baalbeck Field in Lebanon;34,02605556;36,07255556;36231670;MRL-8 Datalogger equipped with 3 Enviropro Soil sensors;Datalogger;-;Temp 1-80cm;Soil Temperature;The measure of temperature of the soil.;Degrees Celsius;ºC;Saaideh_Baalbeck_36231670_Temp_1-80cm;The datastream containing mesures of field Saaideh Baalbeck by sensor 36231670 which measures Soil Temperature.;None
Lebanon;Saaideh Baalbeck;Saaideh Baalbeck Field in Lebanon;34,02605556;36,07255556;36231670;MRL-8 Datalogger equipped with 3 Enviropro Soil sensors;Datalogger;-;Temp 1-100cm;Soil Temperature;The measure of temperature of the soil.;Degrees Celsius;ºC;Saaideh_Baalbeck_36231670_Temp_1-100cm;The datastream containing mesures of field Saaideh Baalbeck by sensor 36231670 which measures Soil Temperature.;None
Lebanon;Saaideh Baalbeck;Saaideh Baalbeck Field in Lebanon;34,02605556;36,07255556;36231670;MRL-8 Datalogger equipped with 3 Enviropro Soil sensors;Datalogger;-;Temp 1-120cm;Soil Temperature;The measure of temperature of the soil.;Degrees Celsius;ºC;Saaideh_Baalbeck_36231670_Temp_1-120cm;The datastream containing mesures of field Saaideh Baalbeck by sensor 36231670 which measures Soil Temperature.;None
Lebanon;Saaideh Baalbeck;Saaideh Baalbeck Field in Lebanon;34,02605556;36,07255556;36231670;MRL-8 Datalogger equipped with 3 Enviropro Soil sensors;Datalogger;-;Temp 1-140cm;Soil Temperature;The measure of temperature of the soil.;Degrees Celsius;ºC;Saaideh_Baalbeck_36231670_Temp_1-140cm;The datastream containing mesures of field Saaideh Baalbeck by sensor 36231670 which measures Soil Temperature.;None
Lebanon;Saaideh Baalbeck;Saaideh Baalbeck Field in Lebanon;34,02605556;36,07255556;36231670;MRL-8 Datalogger equipped with 3 Enviropro Soil sensors;Datalogger;-;Temp 1-160cm;Soil Temperature;The measure of temperature of the soil.;Degrees Celsius;ºC;Saaideh_Baalbeck_36231670_Temp_1-160cm;The datastream containing mesures of field Saaideh Baalbeck by sensor 36231670 which measures Soil Temperature.;None
Lebanon;Saaideh Baalbeck;Saaideh Baalbeck Field in Lebanon;34,02605556;36,07255556;36231670;MRL-8 Datalogger equipped with 3 Enviropro Soil sensors;Datalogger;-;VWC 2-10cm;Soil Moisture;The amount of moisture present in the soil, often expressed as a percentage of the maximum amount the soil could hold at a given temperature.;Percentage;%;Saaideh_Baalbeck_36231670_VWC_2-10cm;The datastream containing mesures of field Saaideh Baalbeck by sensor 36231670 which measures Soil Moisture.;None
Lebanon;Saaideh Baalbeck;Saaideh Baalbeck Field in Lebanon;34,02605556;36,07255556;36231670;MRL-8 Datalogger equipped with 3 Enviropro Soil sensors;Datalogger;-;VWC 2-20cm;Soil Moisture;The amount of moisture present in the soil, often expressed as a percentage of the maximum amount the soil could hold at a given temperature.;Percentage;%;Saaideh_Baalbeck_36231670_VWC_2-20cm;The datastream containing mesures of field Saaideh Baalbeck by sensor 36231670 which measures Soil Moisture.;None
Lebanon;Saaideh Baalbeck;Saaideh Baalbeck Field in Lebanon;34,02605556;36,07255556;36231670;MRL-8 Datalogger equipped with 3 Enviropro Soil sensors;Datalogger;-;VWC 2-40cm;Soil Moisture;The amount of moisture present in the soil, often expressed as a percentage of the maximum amount the soil could hold at a given temperature.;Percentage;%;Saaideh_Baalbeck_36231670_VWC_2-40cm;The datastream containing mesures of field Saaideh Baalbeck by sensor 36231670 which measures Soil Moisture.;None
Lebanon;Saaideh Baalbeck;Saaideh Baalbeck Field in Lebanon;34,02605556;36,07255556;36231670;MRL-8 Datalogger equipped with 3 Enviropro Soil sensors;Datalogger;-;VWC 2-60cm;Soil Moisture;The amount of moisture present in the soil, often expressed as a percentage of the maximum amount the soil could hold at a given temperature.;Percentage;%;Saaideh_Baalbeck_36231670_VWC_2-60cm;The datastream containing mesures of field Saaideh Baalbeck by sensor 36231670 which measures Soil Moisture.;None
Lebanon;Saaideh Baalbeck;Saaideh Baalbeck Field in Lebanon;34,02605556;36,07255556;36231670;MRL-8 Datalogger equipped with 3 Enviropro Soil sensors;Datalogger;-;VWC 2-80cm;Soil Moisture;The amount of moisture present in the soil, often expressed as a percentage of the maximum amount the soil could hold at a given temperature.;Percentage;%;Saaideh_Baalbeck_36231670_VWC_2-80cm;The datastream containing mesures of field Saaideh Baalbeck by sensor 36231670 which measures Soil Moisture.;None
Lebanon;Saaideh Baalbeck;Saaideh Baalbeck Field in Lebanon;34,02605556;36,07255556;36231670;MRL-8 Datalogger equipped with 3 Enviropro Soil sensors;Datalogger;-;VWC 2-100cm;Soil Moisture;The amount of moisture present in the soil, often expressed as a percentage of the maximum amount the soil could hold at a given temperature.;Percentage;%;Saaideh_Baalbeck_36231670_VWC_2-100cm;The datastream containing mesures of field Saaideh Baalbeck by sensor 36231670 which measures Soil Moisture.;None
Lebanon;Saaideh Baalbeck;Saaideh Baalbeck Field in Lebanon;34,02605556;36,07255556;36231670;MRL-8 Datalogger equipped with 3 Enviropro Soil sensors;Datalogger;-;VWC 2-120cm;Soil Moisture;The amount of moisture present in the soil, often expressed as a percentage of the maximum amount the soil could hold at a given temperature.;Percentage;%;Saaideh_Baalbeck_36231670_VWC_2-120cm;The datastream containing mesures of field Saaideh Baalbeck by sensor 36231670 which measures Soil Moisture.;None
Lebanon;Saaideh Baalbeck;Saaideh Baalbeck Field in Lebanon;34,02605556;36,07255556;36231670;MRL-8 Datalogger equipped with 3 Enviropro Soil sensors;Datalogger;-;VWC 2-140cm;Soil Moisture;The amount of moisture present in the soil, often expressed as a percentage of the maximum amount the soil could hold at a given temperature.;Percentage;%;Saaideh_Baalbeck_36231670_VWC_2-140cm;The datastream containing mesures of field Saaideh Baalbeck by sensor 36231670 which measures Soil Moisture.;None
Lebanon;Saaideh Baalbeck;Saaideh Baalbeck Field in Lebanon;34,02605556;36,07255556;36231670;MRL-8 Datalogger equipped with 3 Enviropro Soil sensors;Datalogger;-;VWC 2-160cm;Soil Moisture;The amount of moisture present in the soil, often expressed as a percentage of the maximum amount the soil could hold at a given temperature.;Percentage;%;Saaideh_Baalbeck_36231670_VWC_2-160cm;The datastream containing mesures of field Saaideh Baalbeck by sensor 36231670 which measures Soil Moisture.;None
